,0,1
6446,policemen,1
6447,featureless,1
6448,week's,1
6449,laundry,1
6450,disused,1
6451,scrapbook,1
6452,easier,1
6453,sheepishly,1
6454,miniature,1
6455,range,1
6456,reddish,1
6457,weals,1
6458,upheaved,1
6459,fists,1
6460,acting,1
6461,statement,1
6462,pebble-grey,1
6463,awakened,1
6464,bannister,9
6465,bedpost,1
6466,wry,2
6467,scurried,1
6468,unfastened,1
6469,airy,1
6470,tasting,1
6471,luxuriously,1
6472,tastes,1
6473,seated,1
6474,flame,1
6475,suck,2
6476,allowing,1
6477,braced,1
6478,visitors,5
6479,blood-red,1
6480,buds,1
6481,former,1
6482,employer,1
6483,scientist,3
6484,bible,1
6485,error,1
6486,believed,4
6487,disappear,1
6488,scrabble,1
6489,revive,1
6490,they'd,1
6491,minister,3
6492,whom,1
6493,loon,1
6494,measuring,1
6495,confounded,1
6496,scolded,1
6497,sorrowful,2
6498,training,1
6499,trained,1
6500,saint,1
6501,valentine,1
6502,birth_day,1
6503,dumped,1
6504,wastebasket,1
6505,seventeen,1
6506,passenger,1
6507,belsize,21
6508,expectantly,1
6509,puzzle,1
6510,homes,2
6511,clubs,2
6512,marking,1
6513,grapevine,1
6514,received,1
6515,gladness,1
6516,beaming,1
6517,specially,2
6518,designed,1
6519,follow,1
6520,torment,1
6521,trays,3
6522,breakfasted,1
6523,breakfasts,1
6524,flooded,1
6525,volts,1
6526,chatter,1
6527,fashionably,1
6528,tossing,1
6529,deedee,20
6530,he'd,1
6531,spry,1
6532,loring,1
6533,trading,1
6534,percy,1
6535,wolfing,1
6536,spam,1
6537,broiled,1
6538,appetite,1
6539,inferior,2
6540,acquaintance,1
6541,pictured,2
6542,loubelle,8
6543,gossiping,2
6544,draping,1
6545,loosely,1
6546,thump,1
6547,chatting,1
6548,booming,1
6549,bass,1
6550,savage,5
6551,vassar,1
6552,débutantes,2
6553,débutante,1
6554,song,1
6555,clop,1
6556,melody,2
6557,keys,2
6558,hoofbeats,1
6559,pony,1
6560,whistling,1
6561,melodies,1
6562,conversational,1
6563,leafing,2
6564,surely,3
6565,unnoticed,1
6566,soles,1
6567,mistaken,1
6568,poker-faces,1
6569,kings,1
6570,jacks,1
6571,queens,1
6572,packet,1
6573,spearmint,1
6574,gum,1
6575,tinfoil,1
6576,wrapper,2
6577,boobies,1
6578,jane,2
6579,em-ploy-ees,1
6580,do-re-mi,1
6581,instructed,1
6582,alternatives,1
6583,burnt-out,1
6584,frozen,2
6585,placid,1
6586,cocoon,1
6587,shaft,1
6588,wintry,2
6589,doorknobs,1
6590,clatter,2
6591,maids,1
6592,preparing,2
6593,jingling,1
6594,steaming,1
6595,jug,1
6596,resign,1
6597,comforts,1
6598,possibly,2
6599,sand-coloured,1
6600,freckles,1
6601,polka-dotting,1
6602,bony,2
6603,strangeness,2
6604,empty-handed,1
6605,silenced,1
6606,mistaking,1
6607,unknown,1
6608,understandably,1
6609,circuit,1
6610,straightening,1
6611,arranging,1
6612,slippers,1
6613,pink-uniformed,1
6614,pitchers,1
6615,battered,1
6616,kettle,1
6617,stove,1
6618,line-up,1
6619,isosceles,1
6620,triangles,1
6621,anchor,1
6622,domes,1
6623,soft-boiled,1
6624,marmalade,1
6625,claim,1
6626,confidential,1
6627,feelings,4
6628,warty,2
6629,decisively,1
6630,questioningly,1
6631,avoiding,1
6632,blindly,2
6633,greatly,1
6634,nevertheless,1
6635,bare-faced,1
6636,treachery,1
6637,platter,1
6638,faithfully,1
6639,warn,1
6640,dread,1
6641,composed,1
6642,dignity,1
6643,resigned,1
6644,execution,1
6645,burly,1
6646,howling,1
6647,audience,1
6648,shouted,1
6649,dishevelled,1
6650,tangled,1
6651,disdainful,1
6652,linked,1
6653,network,1
6654,burrows,1
6655,lavatory,1
6656,tile,1
6657,bulbs,1
6658,stretchers,1
6659,wheelchairs,1
6660,beached,1
6661,pipes,1
6662,branched,1
6663,intricate,1
6664,system,1
6665,electrotherapy,1
6666,pallid,1
6667,maroon,2
6668,accompanying,2
6669,heaviness,1
6670,hoist,1
6671,cadaverous,2
6672,smock,1
6673,huey,7
6674,acne,1
6675,maps,1
6676,craters,1
6677,anderson,3
6678,lest,1
6679,strike,1
6680,drumtight,1
6681,masked,2
6682,flanking,1
6683,salve,1
6684,buttons,1
6685,panic,1
6686,drenched,2
6687,rumpled,1
6688,black-and-white,1
6689,robe,1
6690,blue-skied,1
6691,fear,2
6692,circulating,1
6693,tuesday,1
6694,thursday,1
6695,gulped,1
6696,draught,1
6697,depends,1
6698,noose,1
6699,chopsticks,1
6700,goggly,1
6701,let-ter,1
6702,chanted,1
6703,tousled,1
6704,breathless,1
6705,fruitfly,1
6706,sweetness,1
6707,recovery,1
6708,nearness,1
6709,spiral,1
6710,confined,1
6711,creeps,1
6712,teasingly,1
6713,coincidence,2
6714,evasively,1
6715,dating,1
6716,hesitated,2
6717,gloat,1
6718,hob-nob,1
6719,renouncing,1
6720,pouted,1
6721,heather-mixture,1
6722,tweeds,1
6723,maternal,1
6724,maxims,1
6725,borrow,3
6726,two-part,1
6727,locks,1
6728,privacy,1
6729,respected,1
6730,half-useless,1
6731,brilliance,2
6732,musky,1
6733,bare-legged,1
6734,cornhusk,1
6735,stoutly,1
6736,creepy,1
6737,ingrained,1
6738,dislike,1
6739,observing,1
6740,particularly,2
6741,toad,1
6742,continue,1
6743,crisis,2
6744,similar,1
6745,minor,1
6746,matronly-breasted,1
6747,homely,1
6748,pious,1
6749,religion,1
6750,embracing,1
6751,spy,1
6752,milly,2
6753,theodora,2
6754,revelation,1
6755,specific,1
6756,evil,1
6757,hug,1
6758,stumpy,1
6759,classical,1
6760,cropped,1
6761,dutch,1
6762,horror,1
6763,ached,1
6764,attract,1
6765,lord,1
6766,adopt,1
6767,price,1
6768,influence,1
6769,tough,1
6770,illegal,1
6771,massachusetts,2
6772,cram-jam,1
6773,brisk,2
6774,communal,1
6775,blushed,1
6776,charge,1
6777,ye-es,1
6778,half-price,1
6779,innocuous,1
6780,advertise,1
6781,get-well,1
6782,freedom,5
6783,act,2
6784,propaganda,1
6785,nervously,2
6786,chocolate-coloured,1
6787,eisenhower-faced,1
6788,spoonful,1
6789,tricky,1
6790,mingling,1
6791,pabulum,1
6792,salt-cod-stinky,1
6793,diapers,1
6794,unmaternal,1
6795,devoting,1
6796,puling,1
6797,streak,1
6798,wobbly,1
6799,platonic,1
6800,mutual,1
6801,docked,1
6802,charlestown,1
6803,engagement,1
6804,rejected,1
6805,appealing,1
6806,examination,1
6807,marrying,1
6808,florence,1
6809,crittenden,1
6810,schrafft,1
6811,maiden,1
6812,filene's,1
6813,diminished,1
6814,enthusiasm,1
6815,cider,2
6816,dryly,1
6817,quinn,19
6818,assigned,1
6819,abstract,1
6820,chills,1
6821,egos,2
6822,ids,2
6823,unwrapped,1
6824,package,1
6825,tuned,1
6826,recommendation,1
6827,vetoed,1
6828,interim,1
6829,term,1
6830,kennedy,5
6831,cheers,1
6832,reservations,1
6833,treasure,1
6834,overwhelming,1
6835,circumstance,1
6836,plague,1
6837,wistful,1
6838,hurts,4
6839,irwin,46
6840,widener,1
6841,walled,1
6842,snow-filled,1
6843,quad,2
6844,bespectacled,1
6845,load,1
6846,ruefully,1
6847,promising,2
6848,due,1
6849,signed,1
6850,practise,1
6851,hesitations,1
6852,well-paid,1
6853,mathematics,2
6854,stride,1
6855,ice-encrusted,1
6856,rundown,1
6857,beer,4
6858,incomprehensible,2
6859,artistically,1
6860,sipping,1
6861,mid-winter,1
6862,doorbell,2
6863,old-world,1
6864,gestured,1
6865,largely,1
6866,whipped,1
6867,aluminium-coloured,1
6868,venetian,1
6869,monkish,1
6870,bulky,1
6871,sheep,1
6872,slacks,1
6873,high-heeled,1
6874,overshoes,1
6875,persian,1
6876,lamb,1
6877,cuffs,1
6878,toque,1
6879,puffed,1
6880,inaudible,1
6881,chilly,1
6882,olga,5
6883,translated,1
6884,branches,1
6885,mac,1
6886,steppe-like,1
6887,wool-clad,1
6888,bosom,1
6889,creaking,1
6890,stair,1
6891,siberian,1
6892,bitterness,1
6893,vivid,1
6894,cheerily,1
6895,snail,2
6896,cambridge's,1
6897,determinedly,1
6898,restaurants,1
6899,herb-green,1
6900,wholesome,1
6901,greedy,1
6902,permission,1
6903,invite,1
6904,dismissal,2
6905,nuits,2
6906,st,2
6907,dragon,1
6908,twenty-six,1
6909,hairless,1
6910,genius,1
6911,lack,1
6912,reassured,2
6913,impersonal,1
6914,priestlike,1
6915,official,1
6916,tales,1
6917,tribal,1
6918,rites,1
6919,doubts,1
6920,corruption,1
6921,millstone,1
6922,importance,1
6923,defend,1
6924,defending,1
6925,wine-dazed,1
6926,pitch-black,1
6927,practising,1
6928,winey,1
6929,necessary,1
6930,operation,1
6931,startlingly,1
6932,shower,1
6933,obstructed,1
6934,unsettled,1
6935,streaming,1
6936,fingertips,1
6937,bathtowel,1
6938,bleeding,3
6939,blood-stained,2
6940,bridal,1
6941,capsules,1
6942,bestowed,1
6943,deflowered,1
6944,brides,1
6945,bleed,1
6946,nursing,1
6947,tradition,1
6948,surreptitiously,1
6949,section,1
6950,condition,1
6951,faintly,1
6952,offered,1
6953,barren,1
6954,snow-banked,1
6955,seepage,1
6956,dam,1
6957,slowed,2
6958,cruising,1
6959,fortunate,1
6960,discarded,1
6961,concealment,1
6962,drain,1
6963,trickling,1
6964,oozing,1
6965,stickily,1
6966,soak,1
6967,tedious,1
6968,grunt,1
6969,winter-cracked,1
6970,pebbly,1
6971,god,2
6972,hæmorrhaging,1
6973,half-led,1
6974,half-dragged,1
6975,refuse,2
6976,confession,1
6977,explanation,1
6978,value,1
6979,appearance,1
6980,prick,1
6981,released,1
6982,contracted,1
6983,muscles,1
6984,alarm,1
6985,towels,2
6986,prompt,1
6987,blood-wet,1
6988,royal,1
6989,gush,1
6990,worrisome,1
6991,victorian,1
6992,palely,1
6993,nobly,1
6994,torrents,1
6995,childbirth,1
6996,injured,1
6997,hassock,1
6998,dial,1
6999,customers,1
7000,emergencies,1
7001,paradise,1
7002,mistresses,1
7003,everywhere,2
7004,resolutely,1
7005,painstakingly,1
7006,fifth,1
7007,attend,1
7008,riding,1
7009,clasped,1
7010,desperation,1
7011,dawn-pale,1
7012,squeal,1
7013,glaringly,1
7014,swift,1
7015,predicament,1
7016,wide-eyed,1
7017,myopic,2
7018,owl,1
7019,unpacking,1
7020,towelling,1
7021,probe,1
7022,rigid,1
7023,soldier,1
7024,whistled,1
7025,curt,1
7026,rolls,1
7027,roused,1
7028,switched,1
7029,snow-white,1
7030,showing,1
7031,v,1
7032,retaining,1
7033,however,1
7034,freest,1
7035,permit,1
7036,tame,1
7037,sniff,1
7038,bodiless,1
7039,cheshire,1
7040,hushing,1
7041,frost-grey,1
7042,drill,1
7043,sergeant,1
7044,smudged,1
7045,passive,1
7046,woods,2
7047,orderlies,1
7048,hanged,1
7049,blanketed,1
7050,sprinkle,1
7051,man-high,1
7052,january,1
7053,deluge,1
7054,snuffs,1
7055,churches,1
7056,calendars,1
7057,deposit,1
7058,sunk,1
7059,snowflakey,1
7060,grandma,1
7061,moses,1
7062,villages,1
7063,reaches,1
7064,swampland,1
7065,cat-tails,1
7066,hornpout,1
7067,dreamed,1
7068,deceptively,1
7069,slate,1
7070,topography,1
7071,san,1
7072,francisco,1
7073,mars,1
7074,brook,1
7075,vehemently,1
7076,bluntly,1
7077,treat,1
7078,gingerly,1
7079,avoid,1
7080,leper,1
7081,warning,1
7082,birthday,1
7083,forgive,1
7084,martyr,1
7085,gordon's,1
7086,pounds,1
7087,gained,1
7088,skull,1
7089,forgetfulness,1
7090,snow-capped,1
7091,spruce,1
7092,nicked,1
7093,outlook,1
7094,emotion,1
7095,faintest,1
7096,boredom,1
7097,khaki-jacketed,1
7098,unrelated,1
7099,posts,1
7100,drift,2
7101,shovel,2
7102,groundsmen,1
7103,flicker,1
7104,compound,1
7105,wariness,1
7106,skidded,1
7107,backed,1
7108,emerged,1
7109,shrouds,1
7110,slopes,1
7111,pausing,2
7112,overlook,1
7113,gives,1
7114,grassland,1
7115,phase,1
7116,envious,1
7117,saucer,1
7118,frequently,1
7119,tentative,1
7120,drives,1
7121,seriousness,1
7122,nudged,1
7123,crumb,1
7124,sounding,1
7125,contrary,1
7126,absolutely,2
7127,tonic,1
7128,nurse-supervised,1
7129,musical,1
7130,trickle,1
7131,drip,1
7132,thawed,1
7133,icicles,1
7134,crusts,1
7135,glaze,1
7136,nightfall,1
7137,massed,1
7138,labyrinth,1
7139,shovelled,1
7140,casters,1
7141,piled,1
7142,interviews,2
7143,snow-maiden,1
7144,sun-filled,1
7145,valerie's,1
7146,stifling,1
7147,distortions,1
7148,descend,1
7149,revenge,1
7150,digging,1
7151,shovelling,1
7152,mound,1
7153,stinging,1
7154,back-shower,1
7155,flakes,1
7156,encompassed,1
7157,severe,1
7158,snow-gabled,1
7159,breaking,1
7160,operator,1
7161,switchboard,1
7162,plugging,1
7163,unplugging,1
7164,batting,1
7165,december,1
7166,thereafter,1
7167,cheque,3
7168,altered,1
7169,subtly,1
7170,resolute,1
7171,unaccountably,1
7172,weak-kneed,1
7173,trace,1
7174,burying,1
7175,altar,1
7176,coffin,2
7177,loomed,1
7178,snow-pallor,1
7179,pews,1
7180,waxen,1
7181,candlelight,1
7182,incense,1
7183,congregation,1
7184,kerchiefed,1
7185,pew,1
7186,mourners,1
7187,cemetery,1
7188,knee-deep,1
7189,tombstones,1
7190,smokeless,1
7191,chimneys,1
7192,six-foot,1
7193,hacked,1
7194,yellowish,1
7195,locality,1
7196,seal,1
7197,snowfall,1
7198,erase,1
7199,traces,1
7200,newness,1
7201,dismissals,1
7202,national,1
7203,geographic,1
7204,stocked,1
7205,conversing,1
7206,tones,1
7207,librarian,1
7208,alumna,1
7209,spinsterish,1
7210,effaced,1
7211,clients,1
7212,vining,1
7213,reassurances,1
7214,departure,1
7215,glances,1
7216,boardroom,1
7217,seams,1
7218,flamboyant,1
7219,ritual,1
7220,patched,1
7221,retreaded,1
7222,approved,1
7223,appropriate,1
7224,silver-baked,1
7225,pocked,1
7226,masks,1
7227,guiding,1
7228,magical,1
